관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명,
42110-00016,현암리공원,근린공원,강원도 춘천시 서면 현암리 523,강원도 춘천시 서면 현암리 523,37.887193,127.685514,16043,,,,,,2009-02-27,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00017,창촌리공원,근린공원,강원도 춘천시 남산면 창촌리 686,강원도 춘천시 남산면 창촌리 686,37.7665531506,127.6297408250,10356,,,,,,2009-06-05,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00018,우두택지근린공원,근린공원,강원도 춘천시 우두동 958,강원도 춘천시 우두동 958,37.460038,127.375139,45732,,,,,,2011-12-30,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00019,한숲근린공원,근린공원,강원도 춘천시 퇴계동 431-117번지,강원도 춘천시 퇴계동 431-117번지,37.460038,127.375139,12566,,,,,,2016-08-26,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00020,공원,근린공원,강원도 춘천시 소양로4가 48,강원도 춘천시 소양로4가 48,37.8775626955,127.719494719,2951,,,,,,2011-08-26,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00021,의암도시자연공원(의암),도시농업공원,강원도 춘천시 송암동 산 51,강원도 춘천시 송암동 산 51,37.8518312485,127.6932087967,2162510,,,,,,1993-12-16,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00022,퇴계도시자연공원(국사봉일원),도시농업공원,강원도 춘천시 퇴계동 산 44,강원도 춘천시 퇴계동 산 44,37.8509303622,127.7227885641,362862,,,,,,2008-07-25,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00023,문화공원,문화공원,강원도 춘천시 효자동 531-25,강원도 춘천시 효자동 531-25,37.8727111111,127.7284843596,37928,,,,,,2010-06-18,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00024,문화공원,문화공원,강원도 춘천시 낙원동 95-1,강원도 춘천시 낙원동 95-1,37.877898,127.7234065089,21216,,,,,,2011-08-26,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00025,공원,소공원,강원도 춘천시 동면 장학리 1008-1,강원도 춘천시 동면 장학리 1008-1,37.8925530936,127.7543364688,402,,,,,,2007-01-02,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00026,공원,소공원,강원도 춘천시 요선동 2-12,강원도 춘천시 요선동 2-12,37.8843058115,127.729068,1419,,,,,,2008-07-25,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00027,공원,소공원,강원도 춘천시 서면 현암리 367-13,강원도 춘천시 서면 현암리 367-13,37.892752,127.692323,3378,,,,,,2009-02-27,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00028,공원,소공원,강원도 춘천시 온의동 21-35,강원도 춘천시 온의동 21-35,37.869936,127.716268,1449,,,,,,2009-04-10,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00029,공원,소공원,강원도 춘천시 근화동 796-33,강원도 춘천시 근화동 796-33,37.8926117842,127.7239754,364,,,,,,2011-08-26,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00030,공원,소공원,강원도 춘천시 퇴계동 366-2번지,강원도 춘천시 퇴계동 366-2번지,37.869936,127.716268,12493,,,,,,2012-04-13,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00031,공원,소공원,강원도 춘천시 근화동 799-28,강원도 춘천시 근화동 799-28,37.8908810292,127.7244465,1315,,,,,,2011-08-26,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00032,공원,소공원,강원도 춘천시 퇴계동 375-4번지,강원도 춘천시 퇴계동 375-4번지,37.869936,127.716268,14515,,,,,,2012-04-13,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00033,공원,소공원,강원도 춘천시 소양로2가 179-20,강원도 춘천시 소양로2가 179-20,37.8884451711,127.7235365659,672,,,,,,2011-08-26,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00034,공원,소공원,강원도 춘천시 약사동 156-4,강원도 춘천시 약사동 156-4,37.8728339,127.7210124328,972,,,,,,2013-07-16,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00035,공원,소공원,강원도 춘천시 근화동 467-1,강원도 춘천시 근화동 467-1,37.8775741,127.7168278,1209,,,,,,2011-08-26,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00036,공원,소공원,강원도 춘천시 근화동 453-1번지,강원도 춘천시 근화동 453-1번지,37.869936,127.716268,185,,,,,,2011-08-26,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00037,공원,소공원,강원도 춘천시 근화동 464-1,강원도 춘천시 근화동 464-1,37.8766633485,127.7161541355,1345,,,,,,2011-08-26,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00038,공원,소공원,강원도 춘천시 소양로4가 90-1,강원도 춘천시 소양로4가 90-1,37.8767132024,127.7192744644,3444,,,,,,2011-08-26,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00039,공원,소공원,강원도 춘천시 소양로4가 46,강원도 춘천시 소양로4가 46,37.8769530925,127.7183173362,1078,,,,,,2011-08-26,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00040,공원,소공원,강원도 춘천시 약사동 130-118,강원도 춘천시 약사동 130-118,37.8739707,127.7239152,1131,,,,,,2013-07-16,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00041,공원,소공원,강원도 춘천시 남산면 방곡리 629-59,강원도 춘천시 남산면 방곡리 629-59,37.7934517970,127.6429715733,644,,,,,,2015-06-30,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00042,공원,소공원,강원도 춘천시 동산면 봉명리 991-2,강원도 춘천시 동산면 봉명리 991-2,37.869936,127.716268,2168,,,,,,2014-12-04,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00043,공원,소공원,강원도 춘천시 약사동 76-53,강원도 춘천시 약사동 76-53,37.8738987103,127.7249176987,2337,,,,,,2015-12-11,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00044,공원,소공원,강원도 춘천시 약사동 68-98,강원도 춘천시 약사동 68-98,37.8745488309,127.7260187328,508,,,,,,2015-12-11,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00045,공원,소공원,강원도 춘천시 북산면 추곡리 135-2번지,강원도 춘천시 북산면 추곡리 135-2번지,37.869936,127.716268,1016,,,,,,2016-03-24,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00046,공원,소공원,강원도 춘천시 삼천동 32-19번지,강원도 춘천시 삼천동 32-19번지,37.869936,127.716268,864,,,,,,2017-02-10,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00047,공원,소공원,강원도 춘천시 석사동 369,강원도 춘천시 석사동 369,37.8633456214,127.7467116344,560,,,,,,2017-06-02,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00048,공원,소공원,강원도 춘천시 동내면 학곡리 산1-1,강원도 춘천시 동내면 학곡리 산1-1,37.869936,127.716268,4477,,,,,,2014-03-14,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00049,공원,소공원,강원도 춘천시 동내면 학곡리 산428-1,강원도 춘천시 동내면 학곡리 산428-1,37.869936,127.716268,2141,,,,,,2014-03-14,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00050,공원,소공원,강원도 춘천시 동내면 학곡리 341-2번지,강원도 춘천시 동내면 학곡리 341-2번지,37.869936,127.716268,5724,,,,,,2014-03-14,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00051,공원,소공원,강원도 춘천시 삼천동 28-81번지,강원도 춘천시 삼천동 28-81번지,37.869936,127.716268,5858,,,,,,2014-04-04,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00052,공원,수변공원,강원도 춘천시 효자동 680,강원도 춘천시 효자동 680,37.871782,127.724801,38348,,,,,,2010-11-05,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00053,공원,수변공원,강원도 춘천시 효자동 677,강원도 춘천시 효자동 677,37.8745214760,127.7286611307,11757,,,,,,2014-11-28,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00054,공원,수변공원,강원도 춘천시 운교동 180,강원도 춘천시 운교동 180,37.8757358717,127.7336752564,802,,,,,,2010-11-05,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00055,한마음공원,어린이공원,강원도 춘천시 효자동 701-2번지,강원도 춘천시 효자동 701-2번지,37.882409,127.742074,660,,,,,,1997-05-07,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00056,근화동공원,어린이공원,강원도 춘천시 근화동 710-49번지,강원도 춘천시 근화동 710-49번지,37.883362,127.743862,3664,,,,,,1987-07-02,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00057,오동나무공원,어린이공원,강원도 춘천시 효자2동 617-1번지,강원도 춘천시 효자2동 617-1번지,37.874278,127.747919,964,,,,,,1987-07-02,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00058,과학꿈나무공원,어린이공원,강원도 춘천시 효자2동 775번지,강원도 춘천시 효자2동 775번지,37.874278,127.747919,581,,,,,,1987-07-02,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00059,앞두루공원,어린이공원,강원도 춘천시 근화동 747-3번지,강원도 춘천시 근화동 747-3번지,37.874142,127.720319,1302,,,,,,1987-07-02,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00060,뒤뜰공원,어린이공원,강원도 춘천시 후평1동 753-7번지,강원도 춘천시 후평1동 753-7번지,37.874142,127.720319,1413,,,,,,1987-07-02,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00061,푸른언덕공원,어린이공원,강원도 춘천시 후평2동 67-15번지,강원도 춘천시 후평2동 67-15번지,37.889887,127.752661,3313,,,,,,1997-05-07,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00062,근화동공원,어린이공원,강원도 춘천시 근화동 793-1번지,강원도 춘천시 근화동 793-1번지,37.876664,127.712519,1481,,,,,,1998-02-24,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00063,다람쥐공원,어린이공원,강원도 춘천시 후평2동 481-5번지,강원도 춘천시 후평2동 481-5번지,37.862212,127.721291,1500,,,,,,1990-11-24,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00064,대양공원,어린이공원,강원도 춘천시 후평3동 808-2번지,강원도 춘천시 후평3동 808-2번지,37.867774,127.736879,1503,,,,,,1987-07-02,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00065,말탕개미공원,어린이공원,강원도 춘천시 후평1동 858-3번지,강원도 춘천시 후평1동 858-3번지,37.859825,127.741181,1500,,,,,,1985-10-21,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00066,후평새싹공원,어린이공원,강원도 춘천시 후평1동 849-5번지,강원도 춘천시 후평1동 849-5번지,37.858119,127.744019,3342,,,,,,1985-10-21,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00067,지성공원,어린이공원,강원도 춘천시 효자동 175-40번지,강원도 춘천시 효자동 175-40번지,37.861651,127.740281,1565,,,,,,1987-07-02,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00068,행복공원,어린이공원,강원도 춘천시 석사동 703번지,강원도 춘천시 석사동 703번지,37.877236,127.758069,1751,,,,,,1988-12-17,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00069,곰도리공원,어린이공원,강원도 춘천시 석사동 647-5번지,강원도 춘천시 석사동 647-5번지,37.874752,127.758721,1536,,,,,,1988-12-17,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00070,푸르미공원,어린이공원,강원도 춘천시 석사동 668번지,강원도 춘천시 석사동 668번지,37.864738,127.727964,1655,,,,,,1988-12-17,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00071,세실공원,어린이공원,강원도 춘천시 후평동 868번지,강원도 춘천시 후평동 868번지,37.866863,127.723849,3373,,,,,,1988-11-29,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00072,호반공원,어린이공원,강원도 춘천시 후평3동 879-3번지,강원도 춘천시 후평3동 879-3번지,37.865907,127.725716,1712,,,,,,1988-11-29,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00073,남춘천공원,어린이공원,강원도 춘천시 퇴계동 1147번지,강원도 춘천시 퇴계동 1147번지,37.865566,127.723453,1727,,,,,,1993-07-09,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00074,우묵들1공원,어린이공원,강원도 춘천시 퇴계동 1157번지,강원도 춘천시 퇴계동 1157번지,37.901078,127.727775,1510,,,,,,1993-07-09,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00075,우묵들2공원,어린이공원,강원도 춘천시 퇴계동 1154번지,강원도 춘천시 퇴계동 1154번지,37.899664,127.729582,1500,,,,,,1993-07-09,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00076,우묵들3공원,어린이공원,강원도 춘천시 퇴계동 1185번지,강원도 춘천시 퇴계동 1185번지,37.859555,127.725626,1620,,,,,,1993-07-09,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00077,열린공원,어린이공원,강원도 춘천시 온의동 527번지,강원도 춘천시 온의동 527번지,37.867166,127.756461,1558,,,,,,1990-12-24,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00078,남부새싹공원,어린이공원,강원도 춘천시 퇴계동 911번지,강원도 춘천시 퇴계동 911번지,37.858519,127.720256,2257,,,,,,1990-12-24,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00079,언덕공원,어린이공원,강원도 춘천시 온의동 552번지,강원도 춘천시 온의동 552번지,37.860748,127.719832,2847,,,,,,1990-12-24,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00080,은행나무공원,어린이공원,강원도 춘천시 온의동 542번지,강원도 춘천시 온의동 542번지,37.871476,127.754919,2126,,,,,,1990-12-24,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00081,드림공원,어린이공원,강원도 춘천시 우두동 1050번지,강원도 춘천시 우두동 1050번지,37.872015,127.757211,2103,,,,,,1993-11-27,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00082,상록공원,어린이공원,강원도 춘천시 우두동 1064-1번지,강원도 춘천시 우두동 1064-1번지,37.873568,127.755735,1269,,,,,,1993-11-27,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00083,동부공원,어린이공원,강원도 춘천시 후평3동 896번지,강원도 춘천시 후평3동 896번지,37.841078,127.715894,2600,,,,,,1988-12-07,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00084,진선2공원,어린이공원,강원도 춘천시 후평3동 897번지,강원도 춘천시 후평3동 897번지,37.844027,127.712931,2490,,,,,,1988-12-07,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00085,진선1공원,어린이공원,강원도 춘천시 후평동 898번지,강원도 춘천시 후평동 898번지,37.844027,127.712931,1640,,,,,,1988-12-07,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
42110-00086,석사새싹공원,어린이공원,강원도 춘천시 석사동 775번지,강원도 춘천시 석사동 775번지,37.842871,127.710938,1581,,,,,,1997-05-28,춘천시,033-250-3151,2019-08-13,4180000,강원도 춘천시,
